account_id,account_type,bot_type,is_bot,followers_count,friends_count,statuses_count,listed_count,favourites_count,account_age_days,tweets_per_day,follower_friend_ratio,timing_regularity,burst_score,url_ratio,retweet_ratio,hashtag_density,mention_ratio,linguistic_consistency,engagement_rate,network_clustering,profile_completeness,name_entropy,coordinated_score,has_profile_image,has_geo_enabled,has_url_in_profile,is_verified
ACC01627,spambot_1,spambot1,1,114,28,15745,1,16,1340,11.75,3.931,0.8966,0.6189,0.8572,0.6831,0.9644,0.5231,0.9429,0.059,0.8397,0.3,4.6279,0.9115,1,0,0,0
ACC01628,genuine,genuine,0,887,1425,19483,96,1446,3182,6.1229,0.622,0.2376,0.2042,0.6742,0.2461,0.2835,0.197,0.0597,0.4994,0.1078,0.3,3.9702,0.0022,1,0,0,0
ACC01629,genuine,genuine,0,1059,360,25787,116,2400,2101,12.2737,2.9335,0.3783,0.3546,0.6065,0.2236,0.317,0.1757,0.0731,0.1739,0.231,0.5,3.7123,0.1027,1,1,0,0
ACC01630,genuine,genuine,0,2501,2275,16030,22,16341,2443,6.5616,1.0989,0.4225,0.3084,0.1984,0.4604,0.4754,0.6275,0.026,0.061,0.533,0.5,4.1101,0.0527,1,1,0,0
ACC01631,genuine,genuine,0,226,216,2970,3,38,1201,2.4729,1.0415,0.0313,0.0578,0.0556,0.2586,0.3239,0.1453,0.2683,0.4015,0.0814,0.55,3.0207,0.1852,1,0,1,0
ACC01632,genuine,genuine,0,6229,2011,200000,43,4068,1902,105.1525,3.0959,0.3325,0.5389,0.6337,0.2686,0.1125,0.139,0.0476,0.5376,0.2817,0.5,4.3819,0.0697,1,1,0,0
ACC01633,genuine,genuine,0,502,679,7362,15,745,1876,3.9243,0.7382,0.2949,0.5645,0.0797,0.4408,0.4102,0.3006,0.0871,0.2681,0.2324,0.75,2.7387,0.0708,1,1,1,0
ACC01634,spambot_3,spambot3,1,898,9009,5855,14,9350,1833,3.1942,0.0997,0.8421,0.2893,0.4501,0.6056,0.1114,0.447,0.7907,0.0355,0.9454,0.3,4.6745,0.2924,1,0,0,0
ACC01635,genuine,genuine,0,58,1654,20690,995,13202,2265,9.1347,0.035,0.3535,0.083,0.2489,0.727,0.3965,0.4106,0.2458,0.5614,0.2546,0.3,3.687,0.0549,1,0,0,0
ACC01636,genuine,genuine,0,333,944,2254,129,1850,1490,1.5128,0.3524,0.2471,0.1218,0.2977,0.3139,0.4246,0.2403,0.3341,0.0637,0.198,0.5,3.5273,0.0806,1,1,0,0
ACC01637,genuine,genuine,0,685,271,2885,5,10556,1675,1.7224,2.5184,0.2943,0.0298,0.2159,0.3224,0.3605,0.3516,0.4245,0.155,0.0773,0.75,3.5408,0.0737,1,1,1,0
ACC01638,spambot_3,spambot3,1,662,222,8032,29,1573,2331,3.4457,2.9686,0.6651,0.3481,0.3944,0.2632,0.6393,0.5788,0.3804,0.0569,0.3223,0.55,3.3024,0.7934,1,0,1,0
ACC01639,spambot_1,spambot1,1,17,539,10775,1,7,1710,6.3012,0.0315,0.6417,0.4527,0.9587,0.6686,0.6735,0.2647,0.8466,0.1027,0.7082,0.3,5.1601,0.7822,1,0,0,0
ACC01640,genuine,genuine,0,276,336,14393,89,467,2542,5.6621,0.819,0.2755,0.4825,0.2912,0.1352,0.2148,0.2225,0.3029,0.214,0.2591,0.3,3.4632,0.0315,1,0,0,0
ACC01641,genuine,genuine,0,956,530,23271,45,1521,2649,8.7848,1.8004,0.3122,0.4249,0.3478,0.1471,0.2059,0.2992,0.517,0.3154,0.235,0.75,3.6649,0.0814,1,1,0,1
ACC01642,genuine,genuine,0,62,2145,6255,85,2202,1652,3.7863,0.0289,0.219,0.1828,0.1822,0.3187,0.3094,0.1826,0.2181,0.1452,0.484,0.55,3.5569,0.0631,1,0,1,0
ACC01643,genuine,genuine,0,1272,284,3836,89,2830,2717,1.4119,4.4632,0.5115,0.5277,0.1446,0.1286,0.4145,0.2196,0.2984,0.0996,0.4837,0.5,4.1419,0.0315,1,1,0,0
ACC01644,genuine,genuine,0,376,567,11118,18,7029,1713,6.4904,0.662,0.0586,0.4125,0.1533,0.1177,0.0464,0.4212,0.0358,0.1798,0.3433,0.5,3.9357,0.1097,1,1,0,0
ACC01645,genuine,genuine,0,942,891,25359,54,2801,3834,6.6142,1.0561,0.1424,0.2834,0.4654,0.3384,0.2288,0.6997,0.1767,0.157,0.0395,0.5,2.9024,0.1165,1,1,0,0
ACC01646,genuine,genuine,0,673,199,3489,90,2393,1527,2.2849,3.365,0.4241,0.0759,0.2713,0.4467,0.3725,0.3386,0.0359,0.0364,0.2252,0.3,3.0248,0.2665,1,0,0,0
ACC01647,genuine,genuine,0,314,664,8963,124,2177,1122,7.9884,0.4722,0.3089,0.3788,0.0469,0.4218,0.2717,0.1937,0.0399,2.8695,0.2137,0.5,3.0417,0.0037,1,1,0,0
ACC01648,genuine,genuine,0,829,1261,14207,16,1051,1972,7.2044,0.6569,0.1572,0.0703,0.4914,0.5273,0.2016,0.4981,0.4183,0.5364,0.3591,0.55,3.1884,0.0159,1,0,1,0
ACC01649,genuine,genuine,0,752,1518,2397,26,4297,1294,1.8524,0.4951,0.2121,0.17,0.2556,0.2338,0.1813,0.1549,0.5255,0.2069,0.5256,0.5,3.4566,0.2305,1,1,0,0
ACC01650,genuine,genuine,0,2546,88,11352,2,3670,2633,4.3114,28.6067,0.3494,0.0301,0.5309,0.5547,0.1749,0.448,0.2285,0.4003,0.7067,0.3,2.9759,0.0125,1,0,0,0
ACC01651,spambot_3,spambot3,1,37,320,7543,16,4980,1848,4.0817,0.1153,0.6731,0.0689,0.6636,0.4125,0.2479,0.8149,0.1462,0.1202,0.7311,0.3,3.4612,0.427,1,0,0,0
ACC01652,genuine,genuine,0,1238,194,13992,7,419,2068,6.766,6.3487,0.1076,0.2938,0.0407,0.7857,0.4773,0.4871,0.3431,0.16,0.3547,0.55,3.5632,0.0645,1,0,1,0
ACC01653,spambot_3,spambot3,1,5500,503,1883,2,1441,2051,0.9181,10.9127,0.4779,0.0991,0.6136,0.6785,0.8632,0.454,0.4645,0.0171,0.1889,0.55,3.2899,0.568,1,0,1,0
ACC01654,genuine,genuine,0,526,1203,2909,8,4306,1231,2.3631,0.4369,0.0997,0.181,0.1579,0.2913,0.2557,0.1053,0.0843,0.098,0.3083,0.75,3.2266,0.0422,1,1,1,0
ACC01655,genuine,genuine,0,195,1057,21539,37,4410,2187,9.8487,0.1843,0.1744,0.1449,0.6997,0.4837,0.1447,0.3595,0.0796,0.2309,0.0594,0.3,4.0958,0.3721,1,0,0,0
ACC01656,genuine,genuine,0,711,638,15123,57,21854,1031,14.6683,1.1127,0.194,0.2612,0.1334,0.3106,0.2734,0.3384,0.185,0.0559,0.1335,0.3,3.2055,0.026,1,0,0,0
ACC01657,spambot_3,spambot3,1,2602,699,5217,20,2930,1592,3.277,3.7171,0.6778,0.4726,0.732,0.2278,0.3777,0.463,0.5495,0.0362,0.4185,0.5,2.066,0.4042,1,1,0,0
ACC01658,genuine,genuine,0,4134,183,23849,591,3832,3475,6.863,22.4674,0.1864,0.323,0.1718,0.0465,0.2995,0.2281,0.2499,0.2023,0.4317,0.75,2.08,0.298,1,1,1,0
ACC01659,spambot_3,spambot3,1,385,656,1733,47,2666,2536,0.6834,0.586,0.5618,0.6327,0.8449,0.5789,0.7169,0.8197,0.323,0.043,0.4442,0.5,2.6032,0.7577,1,1,0,0
ACC01660,spambot_1,spambot1,1,77,10,23578,0,1,1258,18.7424,7.0,0.7174,0.4001,0.8869,0.5356,0.9533,0.7774,0.9772,0.0968,0.6467,0.75,4.5316,0.6392,1,1,1,0
ACC01661,genuine,genuine,0,1628,507,19552,229,1312,1392,14.046,3.2047,0.2136,0.3997,0.4689,0.0957,0.0336,0.1445,0.4636,0.1463,0.0303,0.3,3.6141,0.0778,1,0,0,0
ACC01662,spambot_1,spambot1,1,24,95,14390,0,8,1467,9.8091,0.25,0.8822,0.8311,0.7252,0.7584,0.9754,0.5067,0.7283,0.0181,0.9238,0.3,3.9557,0.6938,1,0,0,0
ACC01663,genuine,genuine,0,3711,25,5023,122,6916,965,5.2052,142.7308,0.0608,0.1857,0.2309,0.7268,0.3116,0.4548,0.617,0.4902,0.3444,0.5,4.2547,0.0784,1,1,0,0
ACC01664,genuine,genuine,0,1351,360,19811,17,12125,2608,7.5962,3.7424,0.2352,0.7232,0.3308,0.3804,0.2214,0.5205,0.1484,0.1032,0.3029,0.5,3.5947,0.092,1,1,0,0
ACC01665,genuine,genuine,0,1094,262,2304,11,9273,2210,1.0425,4.1597,0.2061,0.2231,0.5152,0.7933,0.3999,0.1422,0.2157,0.1526,0.1801,0.55,3.7743,0.0198,1,0,1,0
ACC01666,genuine,genuine,0,698,280,17383,7,17018,3152,5.5149,2.484,0.1431,0.1759,0.1711,0.2397,0.131,0.4092,0.0907,0.2261,0.3701,0.3,3.3174,0.1111,1,0,0,0
ACC01667,spambot_2,spambot2,1,143,21,773,8,569,1911,0.4045,6.5,0.7226,0.6838,0.9126,0.4392,0.573,0.7581,0.9615,0.0231,0.6588,0.5,4.2598,0.6166,1,1,0,0
ACC01668,genuine,genuine,0,386,395,6340,11,670,1769,3.5839,0.9747,0.0826,0.8019,0.3827,0.5416,0.1068,0.5955,0.3627,0.9298,0.1405,0.5,2.6057,0.1074,1,1,0,0
ACC01669,spambot_3,spambot3,1,7757,1957,3133,29,2242,410,7.6415,3.9617,0.1941,0.4704,0.4505,0.5225,0.6445,0.5123,0.3205,0.0515,0.385,0.25,4.2375,0.9293,0,0,1,0
ACC01670,genuine,genuine,0,3233,232,2411,66,3219,1865,1.2928,13.8755,0.42,0.0373,0.5803,0.4487,0.2328,0.3499,0.4634,0.6385,0.26,0.5,3.5941,0.0586,1,1,0,0
ACC01671,spambot_3,spambot3,1,276,2327,748,83,5738,2805,0.2667,0.1186,0.1986,0.3891,0.5426,0.3137,0.8269,0.6398,0.3277,0.0277,0.622,0.3,2.1246,0.5032,1,0,0,0
ACC01672,genuine,genuine,0,1793,882,4357,13,2505,1585,2.7489,2.0306,0.4391,0.0364,0.303,0.4411,0.2356,0.5598,0.2777,0.1272,0.1535,0.75,3.3223,0.0043,1,1,1,0
ACC01673,spambot_3,spambot3,1,3643,556,1518,11,163,1350,1.1244,6.5404,0.4499,0.8829,0.4419,0.503,0.6301,0.428,0.5585,0.0897,0.3353,0.5,4.1026,0.6493,1,1,0,0
ACC01674,genuine,genuine,0,824,600,29118,57,567,2203,13.2174,1.371,0.3484,0.3998,0.2724,0.0962,0.2108,0.2341,0.058,0.3,0.099,0.5,3.2056,0.2402,1,1,0,0
ACC01675,genuine,genuine,0,517,74,6645,20,1007,2075,3.2024,6.8933,0.1133,0.3088,0.3135,0.0769,0.2482,0.3591,0.1726,0.5811,0.2541,0.5,4.2053,0.0847,1,1,0,0
ACC01676,genuine,genuine,0,1164,301,13897,46,1050,1924,7.223,3.8543,0.2786,0.326,0.0276,0.4678,0.1134,0.2561,0.4434,0.1486,0.0264,0.5,3.4189,0.1359,1,1,0,0
ACC01677,spambot_1,spambot1,1,26,11,999,0,14,1813,0.551,2.1667,0.748,0.8086,0.8016,0.875,0.7772,0.4693,0.7753,0.0191,0.9741,0.3,4.5146,0.6601,1,0,0,0
ACC01678,genuine,genuine,0,444,2975,6657,30,32410,3185,2.0901,0.1492,0.4921,0.5322,0.5509,0.3765,0.4487,0.2186,0.0337,0.3265,0.2961,0.5,2.4607,0.0652,1,1,0,0
ACC01679,spambot_3,spambot3,1,686,372,1250,25,325,1213,1.0305,1.8391,0.3235,0.7567,0.7603,0.5624,0.649,0.7934,0.1734,0.1555,0.5598,0.0,3.3821,0.6264,0,0,0,0
ACC01680,spambot_1,spambot1,1,52,49,8436,0,14,1411,5.9787,1.04,0.9406,0.7006,0.8229,0.6023,0.8012,0.2208,0.9168,0.1428,0.5373,0.3,4.5665,0.9179,1,0,0,0
ACC01681,spambot_1,spambot1,1,422,28,9644,0,2,2314,4.1677,14.5517,0.8276,0.8571,0.8808,0.9113,0.8744,0.6094,0.9314,0.016,0.7063,0.3,5.2227,0.8168,1,0,0,0
ACC01682,genuine,genuine,0,914,86,41552,58,100000,2498,16.6341,10.5057,0.1918,0.0265,0.3232,0.5023,0.1725,0.3989,0.0728,2.1764,0.2444,0.5,2.6976,0.0187,1,1,0,0
ACC01683,genuine,genuine,0,414,31,10330,2,321,2177,4.7451,12.9375,0.596,0.2973,0.3062,0.1,0.3407,0.2952,0.2183,0.0231,0.0415,0.3,2.9748,0.0907,1,0,0,0
ACC01684,spambot_2,spambot2,1,954,78,4686,3,390,1856,2.5248,12.0759,0.5872,0.6635,0.6202,0.6422,0.7767,0.9031,0.8235,0.0053,0.6078,0.3,5.0347,0.704,1,0,0,0
ACC01685,genuine,genuine,0,563,2037,43103,10,1383,1359,31.7167,0.2763,0.35,0.2778,0.3644,0.6019,0.294,0.3432,0.1779,0.0654,0.3866,0.3,3.9874,0.0598,1,0,0,0
ACC01686,genuine,genuine,0,351,2007,8322,95,2605,2575,3.2318,0.1748,0.22,0.2223,0.4944,0.4985,0.1008,0.4341,0.3811,0.5349,0.2081,0.55,3.0427,0.0107,1,0,1,0
ACC01687,spambot_1,spambot1,1,4,53,2672,0,110,1632,1.6373,0.0741,0.7397,0.8508,0.758,0.7577,0.72,0.6697,0.8905,0.0841,0.5802,0.3,4.2101,0.7895,1,0,0,0
ACC01688,genuine,genuine,0,461,413,10671,5,685,2116,5.043,1.1135,0.3567,0.2126,0.4534,0.6236,0.2455,0.6338,0.2219,0.3414,0.1883,0.3,2.8896,0.4445,1,0,0,0
ACC01689,genuine,genuine,0,617,131,3548,9,242,1754,2.0228,4.6742,0.33,0.1881,0.3255,0.2588,0.1833,0.1161,0.1066,0.1787,0.5653,0.5,2.2836,0.001,1,1,0,0
ACC01690,spambot_1,spambot1,1,20,57,9759,0,1,1683,5.7986,0.3448,0.7295,0.6691,0.6055,0.5965,0.7007,0.9554,0.7489,0.0226,0.8787,0.0,4.4805,0.9382,0,0,0,0
ACC01691,genuine,genuine,0,6877,1225,32855,13,619,2625,12.5162,5.6093,0.1744,0.3864,0.2045,0.3418,0.2385,0.3371,0.0698,0.1073,0.3914,0.3,2.4181,0.151,1,0,0,0
ACC01692,genuine,genuine,0,6408,589,7414,458,9284,2398,3.0917,10.861,0.0551,0.4719,0.1704,0.1568,0.324,0.1504,0.375,0.0894,0.3993,0.75,2.7806,0.0292,1,1,1,0
ACC01693,genuine,genuine,0,867,3352,18962,4,1275,2177,8.7102,0.2586,0.1615,0.1573,0.1502,0.3687,0.3201,0.4366,0.0163,0.2154,0.1165,0.55,2.8807,0.313,1,0,1,0
ACC01694,spambot_1,spambot1,1,192,89,1997,0,29,1420,1.4063,2.1333,0.8608,0.7982,0.9869,0.5434,0.8282,0.585,0.9303,0.0632,0.7213,0.3,4.5829,0.7564,1,0,0,0
ACC01695,genuine,genuine,0,410,294,25744,173,2044,1431,17.9902,1.3898,0.122,0.3698,0.4631,0.3533,0.2811,0.1226,0.18,0.1097,0.2346,0.55,3.0781,0.1372,1,0,1,0
ACC01696,spambot_2,spambot2,1,182,126,621,2,24,2246,0.2765,1.4331,0.4866,0.5229,0.8919,0.3735,0.5227,0.5442,0.7619,0.0552,0.6257,0.3,3.2425,0.82,1,0,0,0
ACC01697,spambot_1,spambot1,1,12,98,3521,1,3,894,3.9385,0.1212,0.8046,0.9298,0.7995,0.6665,0.9443,0.7816,0.8859,0.0515,0.5248,0.45,4.4507,0.7403,0,1,1,0
ACC01698,genuine,genuine,0,1022,1031,2563,30,17171,3223,0.7952,0.9903,0.528,0.0627,0.02,0.8381,0.4475,0.237,0.0246,0.5831,0.1586,0.5,3.3052,0.0312,1,1,0,0
ACC01699,spambot_2,spambot2,1,256,65,5240,7,120,2329,2.2499,3.8788,0.809,0.5652,0.7629,0.6635,0.668,0.7707,0.7387,0.026,0.7335,0.5,4.0273,0.7628,1,1,0,0
ACC01700,spambot_2,spambot2,1,298,131,4255,1,339,1502,2.8329,2.2576,0.505,0.7205,0.4913,0.6039,0.8767,0.9929,0.8359,0.0595,0.7582,0.55,4.3841,0.8175,1,0,1,0
ACC01701,genuine,genuine,0,329,491,4635,123,4048,2087,2.2209,0.6687,0.1009,0.3351,0.1398,0.3072,0.412,0.3236,0.328,0.0352,0.413,0.0,3.3313,0.1175,0,0,0,0
ACC01702,genuine,genuine,0,2356,186,4959,28,1952,2336,2.1229,12.5989,0.1492,0.2491,0.2429,0.2781,0.1127,0.1081,0.0102,0.3332,0.5171,0.3,1.6967,0.0459,1,0,0,0
ACC01703,genuine,genuine,0,1847,59,3442,13,519,2521,1.3653,30.7833,0.1249,0.3218,0.621,0.0994,0.3698,0.3062,0.0134,0.0987,0.199,0.0,3.001,0.0372,0,0,0,0
ACC01704,spambot_1,spambot1,1,40,169,5677,7,31,1532,3.7056,0.2353,0.7037,0.6546,0.9072,0.661,0.6648,0.5399,0.9337,0.1462,0.8471,0.0,4.17,0.7526,0,0,0,0
ACC01705,genuine,genuine,0,458,516,12655,435,8341,2199,5.7549,0.8859,0.2694,0.4869,0.282,0.1695,0.1345,0.1726,0.3118,0.1509,0.2784,0.75,3.1344,0.0632,1,1,1,0
ACC01706,genuine,genuine,0,404,617,1550,135,463,2955,0.5245,0.6537,0.3929,0.2726,0.1464,0.3037,0.3585,0.124,0.3005,0.0657,0.0941,0.3,2.5125,0.0183,1,0,0,0
ACC01707,genuine,genuine,0,646,1321,11764,94,3830,2549,4.6151,0.4887,0.3217,0.0608,0.3327,0.2201,0.3529,0.2815,0.0579,0.3676,0.4109,0.55,3.4623,0.2362,1,0,1,0
ACC01708,genuine,genuine,0,607,1039,6051,6,1537,2332,2.5948,0.5837,0.4203,0.1879,0.2938,0.2793,0.3093,0.1937,0.1728,0.9237,0.3597,0.5,3.1957,0.0968,1,1,0,0
ACC01709,genuine,genuine,0,1109,714,11585,25,6824,2973,3.8967,1.551,0.7903,0.1145,0.1659,0.1514,0.277,0.2353,0.3128,0.1741,0.3646,0.3,3.0207,0.0169,1,0,0,0
ACC01710,genuine,genuine,0,559,56,1355,52,3194,2823,0.48,9.807,0.1789,0.265,0.1515,0.0459,0.3818,0.0953,0.1392,0.1718,0.196,0.3,3.5417,0.0383,1,0,0,0
ACC01711,genuine,genuine,0,1793,813,3923,43,4756,1875,2.0923,2.2027,0.1351,0.3605,0.225,0.0224,0.0647,0.4535,0.2214,0.057,0.1767,0.75,1.7681,0.0502,1,1,1,0
ACC01712,genuine,genuine,0,355,468,1297,39,1636,2460,0.5272,0.7569,0.1837,0.3411,0.1322,0.4974,0.1888,0.0763,0.2597,0.0537,0.6111,0.5,3.2692,0.0656,1,1,0,0
ACC01713,genuine,genuine,0,1050,1149,6430,3,6078,2197,2.9267,0.913,0.3145,0.1907,0.3505,0.4219,0.4018,0.3678,0.0569,0.3472,0.3681,0.75,3.7682,0.0764,1,1,1,0
ACC01714,genuine,genuine,0,681,157,5361,2,707,2163,2.4785,4.3101,0.0696,0.322,0.5047,0.0476,0.6697,0.2062,0.2552,0.1379,0.7288,0.5,3.6875,0.3129,1,1,0,0
ACC01715,spambot_1,spambot1,1,4,32,5919,2,23,1235,4.7927,0.1212,0.8634,0.9301,0.8343,0.7538,0.7114,0.6001,0.7581,0.0129,0.8364,0.3,3.8945,0.5678,1,0,0,0
ACC01716,genuine,genuine,0,30666,175,91651,38,1787,2739,33.4615,174.2386,0.2312,0.5176,0.2589,0.3325,0.1831,0.152,0.1613,1.0204,0.5169,0.3,2.9747,0.2346,1,0,0,0
ACC01717,spambot_3,spambot3,1,508,374,18774,39,1531,3097,6.062,1.3547,0.3578,0.5037,0.7118,0.5161,0.5759,0.3579,0.4986,0.0212,0.7692,0.5,2.8515,0.7432,1,1,0,0
ACC01718,genuine,genuine,0,889,238,25187,90,3003,2618,9.6207,3.7197,0.3067,0.3568,0.1519,0.3744,0.3623,0.1123,0.1582,0.0226,0.1591,0.55,2.4931,0.0106,1,0,1,0
ACC01719,spambot_1,spambot1,1,50,175,3586,0,7,2307,1.5544,0.2841,0.8627,0.7812,0.8977,0.5835,0.9837,0.8624,0.8693,0.0103,0.9317,0.3,4.555,0.94,1,0,0,0
ACC01720,spambot_1,spambot1,1,66,461,10065,0,142,1763,5.709,0.1429,0.6119,0.7026,0.9929,0.8927,0.8618,0.4297,0.959,0.0512,0.7885,0.3,4.282,0.6742,1,0,0,0
ACC01721,genuine,genuine,0,905,6139,19280,8,15032,1882,10.2444,0.1474,0.179,0.3963,0.5795,0.6364,0.3922,0.3135,0.5511,0.3705,0.4116,0.5,4.4761,0.2043,1,1,0,0
ACC01722,genuine,genuine,0,326,410,13822,97,5624,2186,6.323,0.7932,0.354,0.103,0.0159,0.1634,0.1672,0.2045,0.3221,0.5839,0.4354,0.75,2.7028,0.0243,1,1,1,0
ACC01723,genuine,genuine,0,1139,749,22690,24,1780,2113,10.7383,1.5187,0.0817,0.5145,0.3086,0.2547,0.306,0.5516,0.0168,0.0758,0.272,0.5,3.4678,0.1849,1,1,0,0
ACC01724,genuine,genuine,0,2983,506,3895,15,489,2330,1.6717,5.8836,0.0287,0.63,0.3425,0.3711,0.2978,0.6213,0.3673,0.023,0.3103,0.5,3.6529,0.1112,1,1,0,0
ACC01725,spambot_1,spambot1,1,48,356,719,0,21,1658,0.4337,0.1345,0.9016,0.8594,0.9342,0.8619,0.5511,0.5355,0.8479,0.0752,0.2008,0.0,4.3461,0.7778,0,0,0,0
ACC01726,genuine,genuine,0,520,948,4254,3,5578,1909,2.2284,0.5479,0.2628,0.3442,0.2037,0.3278,0.0871,0.4326,0.2188,0.1046,0.3682,0.0,3.8976,0.2016,0,0,0,0
ACC01727,spambot_1,spambot1,1,14,50,3593,0,10,1535,2.3407,0.2745,0.762,0.8018,0.9456,0.6974,0.8902,0.7249,0.9295,0.0084,0.8107,0.3,4.5629,0.8471,1,0,0,0
ACC01728,spambot_2,spambot2,1,36,13,12134,4,74,1740,6.9736,2.5714,0.538,0.5162,0.8361,0.5427,0.7056,0.6373,0.8298,0.2956,0.9242,0.25,3.107,0.6832,0,0,1,0
ACC01729,genuine,genuine,0,4355,485,6208,11,5661,2195,2.8282,8.9609,0.393,0.1716,0.2059,0.1534,0.4738,0.1151,0.2388,0.1862,0.5923,0.3,2.2181,0.0236,1,0,0,0
ACC01730,spambot_2,spambot2,1,55,326,2862,0,458,2232,1.2823,0.1682,0.9034,0.6765,0.7808,0.6465,0.6752,0.6923,0.9301,0.0412,0.9427,0.55,3.8744,0.6638,1,0,1,0
ACC01731,spambot_3,spambot3,1,1936,4941,5709,27,212,1959,2.9142,0.3917,0.3476,0.3067,0.4955,0.4615,0.5328,0.4545,0.638,0.0237,0.3352,0.75,3.7336,0.4228,1,1,1,0
ACC01732,spambot_1,spambot1,1,137,60,9019,0,6,1862,4.8437,2.2459,0.7999,0.6599,0.6385,0.9687,0.9113,0.6044,0.6588,0.0267,0.8311,0.3,4.0217,0.8594,1,0,0,0
ACC01733,genuine,genuine,0,785,469,883,57,70,936,0.9434,1.6702,0.0549,0.5757,0.6846,0.4804,0.0681,0.1685,0.3668,0.0364,0.0798,0.3,2.2352,0.1309,1,0,0,0
ACC01734,spambot_2,spambot2,1,30,2593,2777,0,142,1572,1.7665,0.0116,0.7016,0.7483,0.7822,0.5679,0.6533,0.7095,0.6156,0.185,0.5743,0.3,3.9266,0.8942,1,0,0,0
ACC01735,genuine,genuine,0,1238,470,5280,90,3740,1791,2.9481,2.6285,0.185,0.0744,0.1222,0.0575,0.3169,0.2526,0.1894,0.1389,0.1873,0.3,3.1386,0.0667,1,0,0,0
ACC01736,genuine,genuine,0,350,68,31368,34,11367,1025,30.6029,5.0725,0.1626,0.1856,0.6575,0.6121,0.1183,0.2971,0.3552,1.3132,0.394,0.55,4.1194,0.2083,1,0,1,0
ACC01737,genuine,genuine,0,5852,1931,12626,13,4339,2490,5.0707,3.029,0.2974,0.0194,0.3181,0.1537,0.3823,0.1652,0.3946,0.0558,0.0893,0.75,3.2766,0.168,1,1,1,0
ACC01738,spambot_2,spambot2,1,253,24,783,3,77,1373,0.5703,10.12,0.3971,0.4134,0.5024,0.7193,0.4494,0.9257,0.6035,0.057,0.6148,0.5,4.5438,0.7622,1,1,0,0
ACC01739,spambot_1,spambot1,1,70,60,11695,0,15,1495,7.8227,1.1475,0.8746,0.5522,0.865,0.5926,0.5874,0.491,0.8808,0.0744,0.9446,0.55,4.1691,0.8606,1,0,1,0
ACC01740,genuine,genuine,0,1060,479,7856,28,1524,2280,3.4456,2.2083,0.2622,0.1845,0.5014,0.4709,0.3562,0.0913,0.2642,0.5855,0.4313,0.55,3.1436,0.4496,1,0,1,0
ACC01741,genuine,genuine,0,4975,1994,3680,23,24054,2742,1.3421,2.4937,0.466,0.5003,0.0928,0.4694,0.2286,0.2935,0.0713,0.8163,0.1643,0.3,3.3217,0.0194,1,0,0,0
ACC01742,genuine,genuine,0,112,155,4322,18,1315,1861,2.3224,0.7179,0.35,0.3048,0.2663,0.6611,0.3012,0.4538,0.0024,0.2008,0.2271,0.5,4.1794,0.0002,1,1,0,0
ACC01743,genuine,genuine,0,875,1709,1716,40,1229,2496,0.6875,0.5117,0.1566,0.0522,0.0706,0.4196,0.4573,0.2175,0.2903,0.0489,0.0929,0.75,3.9205,0.0476,1,1,1,0
ACC01744,genuine,genuine,0,4437,2007,1724,14,2730,1761,0.979,2.2097,0.427,0.1229,0.2375,0.463,0.3387,0.2897,0.1829,0.1496,0.4186,0.3,3.4688,0.3125,1,0,0,0
ACC01745,spambot_3,spambot3,1,1765,686,3826,13,3843,2281,1.6773,2.5691,0.5195,0.3222,0.6213,0.5163,0.703,0.6092,0.4039,0.0241,0.4173,0.5,4.303,0.4064,1,1,0,0
ACC01746,genuine,genuine,0,6996,1229,14664,12,2476,2559,5.7304,5.6878,0.4882,0.0428,0.2986,0.1173,0.2768,0.4909,0.1542,0.155,0.2176,0.3,3.5082,0.2344,1,0,0,0
ACC01747,genuine,genuine,0,3339,107,2579,1103,5295,1738,1.4839,30.9167,0.2088,0.2501,0.1985,0.3722,0.3017,0.0681,0.1811,0.0915,0.2642,0.3,3.8253,0.0725,1,0,0,0
ACC01748,genuine,genuine,0,871,84,9904,9,426,3021,3.2784,10.2471,0.1212,0.2252,0.3208,0.1518,0.3802,0.3372,0.4956,0.1769,0.234,0.3,3.7118,0.0215,1,0,0,0
ACC01749,genuine,genuine,0,1526,91,5207,16,2844,2783,1.871,16.587,0.318,0.5183,0.3286,0.2462,0.1213,0.3216,0.1692,1.1028,0.2261,0.3,3.7158,0.2644,1,0,0,0
ACC01750,spambot_3,spambot3,1,172,789,2011,0,1030,1293,1.5553,0.2177,0.5109,0.3948,0.77,0.3577,0.2163,0.193,0.7418,0.0758,0.7334,0.5,4.8069,0.6773,1,1,0,0
ACC01751,spambot_3,spambot3,1,4163,369,5716,3,558,1325,4.314,11.2514,0.6321,0.4147,0.5978,0.5606,0.7294,0.4066,0.6136,0.1329,0.2746,0.3,2.9073,0.6093,1,0,0,0
ACC01752,genuine,genuine,0,3923,186,6928,17,1964,1795,3.8596,20.9786,0.3365,0.1106,0.647,0.1832,0.3821,0.5939,0.1925,0.2587,0.2778,0.3,3.1423,0.0595,1,0,0,0
ACC01753,genuine,genuine,0,286,124,1761,15,1416,2265,0.7775,2.288,0.5629,0.0334,0.5441,0.3218,0.0883,0.3681,0.1694,0.1311,0.5252,0.3,3.3181,0.0553,1,0,0,0
ACC01754,genuine,genuine,0,584,703,1050,8,90679,1240,0.8468,0.8295,0.572,0.1947,0.1369,0.1308,0.5399,0.6172,0.2046,0.1418,0.2766,0.75,2.7965,0.2441,1,1,1,0
